Name,SourceID,SourceOID,PosAlong,SideOfEdge,CurbApproach,Status,SnapX,SnapY,SnapZ,DistanceToNetworkInMeters
P2209 - SP: Rosa Parks Elementary,1,11926792,0.522411981002344,2,0,0,-117.097466437341069,32.745831910352138,0.000000000000000,6.612057734565048
P2281 - Iglesia Casa De Alabanza,1,11926185,0.749744270698369,1,0,0,-117.103606885792203,32.755198750767249,0.000000000000000,0.164616962397619
P2335 - MP: Copley-Price YMCA,1,11927551,0.168169673354199,1,0,0,-117.101825445223554,32.755208817718803,0.000000000000000,2.284956178326202
P2027 - Rock Church- Point Loma,1,11866096,0.096373266181474,2,0,0,-117.215890535229150,32.737714037305494,0.000000000000000,7.056162286288697
P2034 - Rock Church- San Marcos,1,11865721,0.237858110414895,1,0,0,-117.219850570145695,32.735491479392920,0.000000000000000,2.478382949299351
P2248 - LoveDoes Mobile Food Pantry,1,11865784,0.228358346539815,2,0,0,-117.214886990633261,32.736108975188756,0.000000000000000,7.382723597711976
"P1023 - Ocean Beach Emergency Food, Inc.",1,11866260,0.104260123837360,2,0,0,-117.246481437431726,32.746061071762966,0.000000000000000,5.126966157460958
P2259 - PP: Ocean Beach,1,11867361,0.847391185999556,1,0,0,-117.232896760339941,32.749711779940185,0.000000000000000,3.520391890683726
P1444 - PSCDC at Versa (MEM),1,12062099,0.171455176975379,1,0,0,-117.150348256636903,32.776090404272814,0.000000000000000,9.557239881417175
P2220 - Pacific Beach United Methodist Church,1,12031847,0.603367091873398,1,0,0,-117.240694320844511,32.796729863943213,0.000000000000000,6.516420208384101
P1420 - Veterans Village of San Diego (MEM),1,11871334,0.641436574749549,1,0,0,-117.190048281865458,32.743022824659057,0.000000000000000,6.460036086268641
P1481 - CRF North Start/Esperanza,1,12034404,0.852078656470272,1,0,0,-117.201593136446718,32.769904498252302,0.000000000000000,5.023740027754999
P1623 - SP: Dewey Elementary,1,11872121,0.776166083193702,2,0,0,-117.208109023347632,32.747688939897216,0.000000000000000,5.571905245368791
P1521 - San Diego Mesa College (MEM),1,12065288,0.269961938555357,1,0,0,-117.163662486606555,32.803175616304898,0.000000000000000,0.644603815847347
P1595 - BP: JCCS,1,12076103,0.778874109628891,2,0,0,-117.157288329406498,32.834739292397209,0.000000000000000,4.731127011532331
P2236 - SP: Jeff and Deni Jacobs Child Development Center,1,12036712,0.346566191258098,1,0,0,-117.172079386086295,32.786397281774413,0.000000000000000,1.296195258114762
P1114 - City of Hope International,1,11914136,0.932588824659089,1,0,0,-117.086645640561500,32.703140176385872,0.000000000000000,6.768673704041732
P1277 - SP: Porter Elementary,1,11913843,0.502062969433634,1,0,0,-117.093731856244673,32.700984579528559,0.000000000000000,4.877775876700361
P1306 - 31st St. SDA Church,1,11907085,0.241261145186690,1,0,0,-117.127349540918416,32.702114229125584,0.000000000000000,7.264316078230328
P1453 - Good Shepherd Community Projects,1,11912400,0.768648421144824,1,0,0,-117.110373999999979,32.702349892000029,0.000000000000000,7.830416684733218
P2108 - SP: STARPAL Memorial Senior Center,1,11907012,0.149742429335513,1,0,0,-117.131650813881350,32.701151348712209,0.000000000000000,5.289987708534748
P2184 - Community Housingworks- Los Robles,1,11911254,0.390961950916491,1,0,0,-117.103102457082031,32.688782970729420,0.000000000000000,7.339775452037754
P2210 - SP: Knox Middle School,1,11911851,0.273447955404957,1,0,0,-117.089453999999989,32.694988062000050,0.000000000000000,7.784137220975381
P2221 - SP: Lincoln High School,1,11913794,0.563105182122795,2,0,0,-117.091515033320476,32.704084919426897,0.000000000000000,0.585876063043692
P2276 - SP: Our Lady's School,1,11906461,0.459526241927580,1,0,0,-117.144580606892461,32.704054130471221,0.000000000000000,6.548914362427670
P2344 - Community Resource Center- Sisters of Mercy,1,11906461,0.420547001453648,2,0,0,-117.144565541416000,32.704069472700269,0.000000000000000,6.397510204868142
P2357 - Veterans of Foreign Wars Post #7240,1,11903324,0.741584034909358,2,0,0,-117.140935949577155,32.699228304089232,0.000000000000000,5.190004994522310
P1156 - Bayview Baptist Church,1,11930467,0.221944074207458,1,0,0,-117.065102184017746,32.706435666705588,0.000000000000000,53.769638861174677
P1228 - Trinity Lutheran Church,1,11931430,0.602184662638355,1,0,0,-117.043668694486129,32.712065478454726,0.000000000000000,6.903452637977584
P1474 - Fourth District Senior Resource Center FDSRC (MEM),1,11930878,0.126152692649671,1,0,0,-117.057967928368271,32.709760771156056,0.000000000000000,6.477490957549453
P1556 - BP: Johnson Elementary School,1,11930633,0.330134292676242,1,0,0,-117.075629981935563,32.719898401736742,0.000000000000000,7.852303879613678
P2036 - San Diego Maranatha SDA Church,1,11930283,0.125615849689908,1,0,0,-117.067207741591176,32.701406946304964,0.000000000000000,4.758730642468787
P2070 - I Am My Brother's Keeper,1,11931131,0.596894763459650,2,0,0,-117.055969921450782,32.710722188959053,0.000000000000000,2.901495573895543
P1180 - Abundant Grace Christian Center,1,11938237,0.280913772870630,2,0,0,-117.071404678853668,32.759315652643963,0.000000000000000,2.265103880437793
P1504 - SP: Rolando Park Elementary,1,11938977,0.403359946963091,2,0,0,-117.054227605788299,32.747805579840382,0.000000000000000,7.141417001518632
P1602 - Wesley House,1,12081180,0.124576718477427,1,0,0,-117.073074411441766,32.772630045301092,0.000000000000000,4.465946239201600
P2218 - SP: Nativity Prep Academy,1,11938401,0.298260083482786,1,0,0,-117.066352539418688,32.757321116732165,0.000000000000000,7.685455723566379
P2254 - SP: Hoover High School,1,11927633,0.652839181179080,1,0,0,-117.098059795941992,32.755306064421738,0.000000000000000,1.919747177632157
P2285 - SP: Pendleton Elementary,1,11939698,0.234161772077875,2,0,0,-117.057153580053864,32.763347880433855,0.000000000000000,4.387384343110828
P2351 - BP: Mann Middle School,1,11938080,0.081367810866241,1,0,0,-117.079300595045893,32.756204003383111,0.000000000000000,2.345430684273349
P1094 - Faith Tabernacle,1,11926353,0.857764772867826,2,0,0,-117.113926055230706,32.760696082846167,0.000000000000000,6.398216137030828
P1424 - UCSD PB/Normal Heights (MEM),1,11925489,0.233747987220306,1,0,0,-117.122395109612256,32.757232229875655,0.000000000000000,7.850578161733504
P1093 - Community Christian,1,12037837,0.599465477360359,1,0,0,-117.201145282055080,32.805705454215328,0.000000000000000,7.764384919155244
P1117 - FSD Emergency Food (24 boxes),1,12058598,0.418072827799180,1,0,0,-117.183662628306450,32.902334919561568,0.000000000000000,5.467993040194878
P1382 - Community Partnership Events,1,12058598,0.418072827799180,1,0,0,-117.183662628306450,32.902334919561568,0.000000000000000,5.467993040194878
P2139 - FSD Marketplace,1,12058598,0.418072827799180,1,0,0,-117.183662628306450,32.902334919561568,0.000000000000000,5.467993040194878
P2156 - PP: FSD,1,12058598,0.418072827799180,1,0,0,-117.183662628306450,32.902334919561568,0.000000000000000,5.467993040194878
P1057 - Ronald McDonald House Charities of San Diego,1,12065060,0.575054436239302,2,0,0,-117.150662214524587,32.796840123863021,0.000000000000000,4.839664037695524
P1066 - Jewish Family Service,1,12073917,0.008640232364617,1,0,0,-117.139070579420533,32.820304274008485,0.000000000000000,0.000000000000000
P1100 - Mission Village Christian,1,12066171,0.823790937319040,2,0,0,-117.125356857187271,32.793036186936007,0.000000000000000,7.882156290369987
P1198 - Courage to Call (MEM),1,12080170,0.339002803938267,1,0,0,-117.124482418759726,32.832807702413803,0.000000000000000,5.325725525857958
P1533 - Miramar College (MEM),1,12102433,0.521908776346631,1,0,0,-117.124299463684281,32.909062945325708,0.000000000000000,0.212519584623077
P2153 - Christ Community Church (LoveActs),1,12101522,0.237688796844728,2,0,0,-117.120596167113206,32.896599705442696,0.000000000000000,2.333848239734733
P2342 - Christ Community Church (Love Acts),1,12099524,0.071721309805797,1,0,0,-117.139927472436852,32.910875849401236,0.000000000000000,13.469115050150140
P2356 - MCAS Miramar,1,11873500,0.115822780831520,2,0,0,-117.192675985760530,32.747856148606338,0.000000000000000,4.298993326204609
P1303 - Our Lady of Mt Carmel Church,1,12139683,0.150609562386884,1,0,0,-117.103200348592665,32.964830670278538,0.000000000000000,5.929258324914680
P2282 - PP: Rancho Peñasquitos,1,12138302,0.931160997089386,1,0,0,-117.121455763056133,32.957753598804011,0.000000000000000,5.207380352783922
P1645 - Support the Enlisted Project (STEP) (MEM),1,12102269,0.719785995553902,1,0,0,-117.111606950679928,32.903792636895872,0.000000000000000,6.216334079235476
P1387 - SP: Perry Elementary,1,11929414,0.859972319974530,1,0,0,-117.059489308595772,32.683813555528566,0.000000000000000,7.755654675864588
P2116 - Project Access Meadowbrook,1,11932088,0.187434291275935,1,0,0,-117.027494530211868,32.696593922410713,0.000000000000000,5.346884629951995
P1452 - Ocean View Church,1,11855670,0.936891877666915,1,0,0,-117.080375260454403,32.583884376845496,0.000000000000000,7.210648889957382
P2097 - San Diego South Bay SDA Church,1,11840026,0.283216725202199,1,0,0,-117.087220488089343,32.581417381820792,0.000000000000000,0.570249885320664
P2196 - SP: Teofilo Mendoza Elementary,1,11839333,0.587008591341083,1,0,0,-117.090147778075533,32.576496827138392,0.000000000000000,6.620249426000321
P1537 - Higher Education Center San Ysidro (MEM),1,11853764,0.532846859718208,2,0,0,-117.052995331302924,32.555864610675627,0.000000000000000,3.646429834915118
Kimbrough Elementary (SDUSD-2 Year Round),1,11907253,0.161262529084724,1,0,0,-117.132948528644533,32.708733338496344,0.000000000000000,4.322044393997427
Herbert Ibarra Elementary (SDUSD-1 Year Round),1,11927326,0.894504332720780,2,0,0,-117.090039549286757,32.753085648889893,0.000000000000000,6.116725674410177
Laurel Elementary (Oceanside Unified),1,13152713,0.482838845172396,2,0,0,-117.374186945321952,33.207214751018228,0.000000000000000,7.141417001518632
Palomar Elementary (Chula Vista Elem District),1,11891497,0.085644672806934,1,0,0,-117.042067210759853,32.614061094583242,0.000000000000000,9.154143887784988
Vallecitos Elementary School,1,13496400,0.097699746534972,2,0,0,-117.149516836958014,33.413915443680459,0.000000000000000,5.648385164495008
Fred H Rohr Elementary (Chula Vista Elem District),1,11889764,0.153922073179682,2,0,0,-117.040595279831606,32.602562256239352,0.000000000000000,5.857218648404775
Juarez-Lincoln Elementary (Chula Vista Elem District),1,11856632,0.471041421918487,2,0,0,-117.045434405420082,32.580611077856943,0.000000000000000,5.220373919567938
Palmer Way,1,11928523,0.173350191330705,2,0,0,-117.075433868634860,32.679275621845868,0.000000000000000,4.209819328439068
San Altos Elementary School (Lemon Grove),1,11931499,0.121249029532426,2,0,0,-117.048578510409044,32.720707562340394,0.000000000000000,7.595011107242629
Rancho De La Nacion,1,11910987,0.234046810114401,1,0,0,-117.090583892858390,32.688023064052885,0.000000000000000,6.710371087117634
John Adams Elementary (SDUSD-1 Traditional),1,11925966,0.276210266814172,1,0,0,-117.117315147545753,32.762412548074195,0.000000000000000,5.025537751923386
Lincoln Acres Elementary,1,11898614,0.816534147163507,2,0,0,-117.075704458893739,32.671193473484365,0.000000000000000,1.049769308896062
Clairemont Canyons Academy,1,12043026,0.963224188698406,1,0,0,-117.171528599999988,32.819692633000045,0.000000000000000,6.997027801261965
Valencia Park,1,11930042,0.711010183262100,2,0,0,-117.071368692834255,32.701458176573176,0.000000000000000,8.038748177561576
Horton Elementary,1,11914989,0.349363530927993,2,0,0,-117.086369302573345,32.712143383437642,0.000000000000000,7.908470260753606
Cherokee Point Elementary (SDUSD-1 Year Round),1,11924914,0.382845265509893,1,0,0,-117.111929476421182,32.747124685919729,0.000000000000000,8.165842077197890
YIT (Youth in Transition Center),1,12150781,0.495188218029958,2,0,0,-117.036077778948425,32.978358451525438,0.000000000000000,0.730028746975563
John Otis Elementary,1,11885544,0.303957281682167,2,0,0,-117.096745189700869,32.669108227581056,0.000000000000000,6.964030399013163
Casa De Oro,1,11933134,0.174254574176521,1,0,0,-117.030159642653587,32.711211995800831,0.000000000000000,7.906185566133995
Audobon Charter School,1,11933134,0.174254574176521,1,0,0,-117.030159642653587,32.711211995800831,0.000000000000000,7.906185566133995
William Frazier Elementary,1,13491611,0.939671836488990,1,0,0,-117.224572134883132,33.387528665182195,0.000000000000000,6.785334669788063
Webster Elementary,1,11923615,0.493592967435276,1,0,0,-117.092561228138521,32.724158544849274,0.000000000000000,5.992901561365971
Foussat Elementary,1,13436296,0.986817166094397,1,0,0,-117.328992919950878,33.238073491257154,0.000000000000000,1.576087421959867
Calvin J. Lauderbach Elementary (Chula Vista Elem District),1,11888103,0.786415133841327,1,0,0,-117.068799288924325,32.606109683466400,0.000000000000000,8.385237537908223
Maie Ellis Elementary,1,13490003,0.593486648824209,1,0,0,-117.254127107241800,33.380198702941911,0.000000000000000,2.574909598595669
Sunset Elementary (San Ysidro),1,11854505,0.973522168418840,1,0,0,-117.051018851292667,32.558197781465587,0.000000000000000,5.907891558755895
Harborside Elementary School (Chula Vista Elem District),1,11877624,0.221410851709876,1,0,0,-117.085267418511364,32.609167775414136,0.000000000000000,4.361572939311251
Sherman Elementary (SDUSD-2 Traditional),1,11906817,0.111475348865898,1,0,0,-117.143969490491500,32.708432927834494,0.000000000000000,4.363643470137259
Balboa Elementary (SDUSD-2 Traditional),1,11909181,0.471743973371629,1,0,0,-117.108001997569374,32.686929747215373,0.000000000000000,15.560149340107136
San Marcos Elementary (San Marcos Unified),1,13453267,0.756622213182419,2,0,0,-117.167962474315132,33.141305542397106,0.000000000000000,38.307797293573216
Libby Elementary (Oceanside Unified),1,13441937,0.729898349265557,2,0,0,-117.304868933780668,33.252102001731721,0.000000000000000,7.329923400010482
Edison Elementary (SDUSD-2 Year Round),1,11924860,0.627359314236677,1,0,0,-117.118067117040553,32.751131295951694,0.000000000000000,12.461696141387353
John Montgomery Elementary (Chula Vista Elem District),1,11887227,0.382117774328915,1,0,0,-117.069082795751712,32.597964615329587,0.000000000000000,7.959702519221117
Vista La Mesa Elementary (Lemon Grove),1,11939373,0.031503747269412,2,0,0,-117.044906275413780,32.748455935391291,0.000000000000000,7.079167404585883
San Miguel Elementary (Lemon Grove),1,11936626,0.591457647336039,1,0,0,-117.045580447085342,32.735193113925817,0.000000000000000,5.490249228077067
Chollas Meade Elementary (SDUSD-1 Traditional),1,11914659,0.185275813337057,1,0,0,-117.097136891578401,32.711453799265982,0.000000000000000,7.635340982790279
Potrero Elementary (Mountain Empire),1,14424820,0.421170857503486,2,0,0,-116.613306898931015,32.610383356272557,0.000000000000000,5.523874192263748
Vista Square Elementary (Chula Vista Elem District),1,11881047,0.406545250308700,2,0,0,-117.088489308322494,32.635067978940981,0.000000000000000,7.243146345495631
Berry Elementary,1,11837086,0.483847075112918,1,0,0,-117.091035504483415,32.568248797510137,0.000000000000000,4.144949202573988
King Chavez Academy of Excellence (SDUSD Charter School,1,11903346,0.858724124636966,2,0,0,-117.136038743387445,32.697538022137799,0.000000000000000,6.599066760125833
Oneonta Elementary,1,11837421,0.379710647373247,2,0,0,-117.112245122611085,32.572124916364892,0.000000000000000,6.533724450991071
Smythe Elementary (San Ysidro),1,11854643,0.071081082548603,2,0,0,-117.049927684755659,32.565615489753895,0.000000000000000,2.320262313344161
Del Rio Elementary (Oceanside Unified),1,13442544,0.029548432474821,2,0,0,-117.290159336659968,33.256066762380080,0.000000000000000,4.766317304348167
Joli Ann Leightag Elementary (San Marcos Unified),1,13431358,0.763321740122862,1,0,0,-117.209840274480285,33.157261265653219,0.000000000000000,9.034457253138084
Emory Elementary,1,11839370,0.453138438476715,1,0,0,-117.090930485896905,32.576497234307851,0.000000000000000,6.181361458102899
Foothill Oak Elementary (Vista Unified),1,13447092,0.285320157363580,1,0,0,-117.221815785871897,33.218580836347343,0.000000000000000,7.885593527087051
Nestor Elementary,1,11839280,0.850777218675094,2,0,0,-117.084104914922221,32.569941281131413,0.000000000000000,7.638889278690645
Pence Elementary,1,11855597,0.613427321416373,2,0,0,-117.061891136602782,32.579222982505613,0.000000000000000,3.182121533946134
Vista Academy of Visual and Performing Arts (Vista Unified),1,13444598,0.793085766329007,1,0,0,-117.245014127451782,33.207510674270175,0.000000000000000,1.441377950790427
Felicita Elementary (Escondido Union),1,12160564,0.249406471646664,2,0,0,-117.082476185384508,33.106558503400365,0.000000000000000,6.694872895516523
Sunny Slope Elementary,1,11855708,0.771820255201788,2,0,0,-117.080436240845785,32.580206729319812,0.000000000000000,1.253685434996800
Borrego Springs Elementary (Borrego Springs Unified),1,14722634,0.269131447391177,1,0,0,-116.347612736386978,33.256873198708860,0.000000000000000,7.922734675253622
IB Charter Elementary,1,11837245,0.420045987424319,2,0,0,-117.120029649477146,32.576586411935679,0.000000000000000,6.666478880698225
America's Finest Charter School (SDUSD Charter School),1,11914607,0.667274698379161,1,0,0,-117.097849287781571,32.713165102120030,0.000000000000000,7.194345114757289
Central Elementary (South Bay),1,11837782,0.057987797703047,2,0,0,-117.107425974749219,32.577564419929033,0.000000000000000,4.830322851535558
Oak Park Music Conservatory (SDUSD-2),1,11935124,0.797205749972617,2,0,0,-117.079889737002674,32.732888713455303,0.000000000000000,7.395559406182635
Central Elementary (Escondido Union),1,13466752,0.509806667776849,2,0,0,-117.079228272765945,33.119118106766393,0.000000000000000,6.547534917575626
Farr Avenue Elementary (Escondido Union),1,13470020,0.902825248271083,2,0,0,-117.077675423852398,33.138795451432898,0.000000000000000,5.941433406164276
Los Penasquitos Elementary (Poway Unified),1,12139865,0.188836167811354,1,0,0,-117.095616881990679,32.969987731273690,0.000000000000000,5.747466338544018
Midland Elementary (Poway Unified),1,12150320,0.253003548539893,2,0,0,-117.036123579746260,32.966133333267038,0.000000000000000,8.976782979456871
Pomerado Elementary (Poway Unified),1,12146359,0.287718463403154,1,0,0,-117.065204812626718,32.958816071252002,0.000000000000000,9.717514651503251
Valley Elementary (Poway Unified),1,12147278,0.049242016214354,1,0,0,-117.045462203707984,32.953675014080083,0.000000000000000,0.911607458728768
Fallbrook STEAM Academy Elementary (Fallbrook Union),1,13490056,0.437135300950789,1,0,0,-117.254644339314041,33.376681274270652,0.000000000000000,6.236644209686428
La Paloma Elementary,1,13490659,0.182591183346617,2,0,0,-117.235415959677738,33.378099489617483,0.000000000000000,0.806455121762185
Joyner Elementary (SDUSD-2),1,11924188,0.117613540928008,1,0,0,-117.103263215327672,32.742152270796083,0.000000000000000,5.564605271754788
Live Oak Elementary,1,13487909,0.463166378739807,2,0,0,-117.217638127725792,33.370394144739286,0.000000000000000,16.080305289290926
Mendoza Elementary,1,11839333,0.587008591341083,1,0,0,-117.090147778075533,32.576496827138392,0.000000000000000,6.620249426000321
Oak Hill Elementary School (Escondido Union),1,13469354,0.111885917141582,1,0,0,-117.051286443972685,33.129471456122694,0.000000000000000,5.872620249140424
Jamul Elementary,1,12025921,0.723579721235529,1,0,0,-116.854904324677307,32.730120349725290,0.000000000000000,6.510179421437601
Feaster Elementary School (Chula Vista Elem District),1,11880858,0.807190204407481,2,0,0,-117.097866133886939,32.642002987425954,0.000000000000000,5.751394082006984
Otay Elementary (Chula Vista Elem District),1,11888990,0.887735632147575,2,0,0,-117.058112999999992,32.596364602000051,0.000000000000000,4.766317304348167
Encanto Elementary,1,11931201,0.550882401811065,2,0,0,-117.058050788058694,32.714734128665853,0.000000000000000,7.146474662918548
Willow Elementary (San Ysidro),1,11854084,0.049309850527452,2,0,0,-117.042355487827052,32.548647607504698,0.000000000000000,5.669136684760637
Central Elementary (San Diego Unified),1,11925208,0.586443128713630,2,0,0,-117.111982876435491,32.753258703046747,0.000000000000000,6.412318459929699
Riley Elementary (SDUSD-1),1,12042091,0.231519816825691,2,0,0,-117.179518176107322,32.809085652720313,0.000000000000000,6.416543112936531
Perkins Elemantary (SDUSD-1),1,11904435,0.182216115501313,2,0,0,-117.148793156048583,32.700563631475120,0.000000000000000,4.340813311988746
Olivewood Elementary,1,11884935,0.519820949801661,2,0,0,-117.095068610200414,32.662906529573760,0.000000000000000,8.166948185171430
El Toyon,1,11911684,0.085749561389202,1,0,0,-117.088873061916914,32.688498214071160,0.000000000000000,4.636629934750325
Lilian J Rice Elementary (Chula Vista Elem District),1,11890138,0.262964816969469,1,0,0,-117.075251334312995,32.617991336101781,0.000000000000000,1.910313473477047
Samoa Independent Full Gospel,1,11940418,0.603628202477496,1,0,0,-117.026833380320127,32.727619821327487,0.000000000000000,5.354481438845777
Shaback,1,14721477,0.482239646312198,2,0,0,-116.522276129109741,33.210334140507598,0.000000000000000,9.298551509526941
Fallbrook Food Pantry,1,13490786,0.636969714468080,2,0,0,-117.243348072226951,33.384258737033733,0.000000000000000,6.258331921630994
Journey Community Church,1,12086080,0.846303703718937,1,0,0,-117.019042999999954,32.773924255000054,0.000000000000000,5.439837202109151
South Bay Pentecostal,1,11882153,0.347550752981835,2,0,0,-117.086483086767771,32.647117002037824,0.000000000000000,7.178004308038587
LGBT Community Center,1,11919602,0.129694961028265,1,0,0,-117.148048079639835,32.749137240886093,0.000000000000000,5.909420318403364
St. Andrew's Episcopal Church,1,12122208,0.117543775445590,1,0,0,-117.268450975506695,33.040267052795194,0.000000000000000,7.263694319674114
Hearts and Hands Working Together,1,11854884,0.323020148344014,2,0,0,-117.043252808588392,32.560328277932420,0.000000000000000,4.874070767258235
St. Stephen's Cathedral COGIC,1,11930198,0.353387604926756,1,0,0,-117.071351510322728,32.709058188326964,0.000000000000000,5.527143724477967
Faith Chapel - Neighborhood Distribution,1,11944366,0.652156757169061,1,0,0,-116.994781362796132,32.749445535507185,0.000000000000000,6.489333452383179
San Diego City College (mobile pantry),1,11906038,0.710840337326754,2,0,0,-117.153711696268914,32.719228311639334,0.000000000000000,1.729131223696396
Christ the King Lutheran Church (Distribution),1,13496400,0.097699746534972,2,0,0,-117.149516836958014,33.413915443680459,0.000000000000000,5.648385164495008
El Cajon Seventh Day Adventist Church,1,12178014,0.539722783041823,2,0,0,-116.921601835599432,32.800196907944589,0.000000000000000,7.056802330036785
Fallbrook Spanish Seventh Day Adventist Church (Distribution,1,13490523,0.250343979406164,1,0,0,-117.248083049105617,33.384966895474136,0.000000000000000,3.688301728862213
Smart Food Foundation (Distribution),1,13470020,0.902825248271083,2,0,0,-117.077675423852398,33.138795451432898,0.000000000000000,5.941433406164276
Foundation of ... Grossmont College (mobile pantry),1,12091610,0.713776055466139,2,0,0,-117.006329911832637,32.813628077181647,0.000000000000000,2.329974630027882
North City Church (Distribution),1,12145863,0.011153825477316,2,0,0,-117.076551749158014,32.947411134344101,0.000000000000000,9.893922243426339
MiraCosta College Oceanside Campus (Mobile Pantry),1,13412971,0.386498681324906,1,0,0,-117.301936621135525,33.187843292750998,0.000000000000000,25.875252185125742
San Diego Armed Services YMCA at Bayview Recreation (mil/vet,1,11928924,0.876267060789093,1,0,0,-117.063168597723319,32.684101309702669,0.000000000000000,7.056162286288697
San Diego Mesa College Foundation (mobile pantry),1,12065288,0.269961938555357,1,0,0,-117.163662486606555,32.803175616304898,0.000000000000000,0.644603815847347
North Coast Church (Distribution),1,13501757,0.530019239102890,2,0,0,-116.976306312275611,33.305289464941062,0.000000000000000,14.299267768889596
Potrero Community Center Foundation (Neighborhood Dis),1,14424872,0.550418590170703,2,0,0,-116.613359062976258,32.614148618386892,0.000000000000000,7.449713306220417
Southwestern College,1,11901009,0.920625099967735,1,0,0,-116.995782950177485,32.642937165715651,0.000000000000000,1.209682682643278
SDFB at Jamul Casino (ZERO balances),1,12024833,0.456245447761822,2,0,0,-116.869466026327530,32.705137344490062,0.000000000000000,10.883824892450315
SDFB at Campo Education Center (ZERO balances),1,14427272,0.039408237203619,1,0,0,-116.365555719605624,32.649077812924993,0.000000000000000,5.158581870190513
SDFB at Manzanita MAC (ZERO balances),1,14428067,0.144946930145803,1,0,0,-116.359132818822587,32.746843927612410,0.000000000000000,5.373006198012131
SDFB at La Posta Casino (ZERO balances),1,14428067,0.909704994207701,2,0,0,-116.351202104436211,32.752911753598092,0.000000000000000,7.633566216334787
Us for Warriors Foundation (mil/vet)(mobile pantry),1,11894383,0.046347490041783,2,0,0,-117.017731718026340,32.627663759283934,0.000000000000000,5.009335008776417
Mission San Luis Rey Parish (Neighborhood Distribution),1,13436102,0.378655527168119,1,0,0,-117.320907246297324,33.229723445804609,0.000000000000000,4.107734751630129
Apostolic Assembly Church,1,13470438,0.304451768409083,1,0,0,-117.062993395541298,33.144959482645540,0.000000000000000,5.630766452407209
Ministerio Tiempo Nuevo,1,13470899,0.918322409560283,1,0,0,-117.055348021086729,33.140650200166412,0.000000000000000,8.314922107096814
North Park Apostolic Church,1,11940561,0.033103054641140,2,0,0,-117.033036670790437,32.732793703916649,0.000000000000000,1.478501056564008
New Seasons Church,1,11941464,0.911883388600293,2,0,0,-117.006522767371990,32.731258095561188,0.000000000000000,8.741765207979793
Partnership for a Better San Diego (Labor Council),1,12067200,0.455474264845312,1,0,0,-117.115578295245271,32.778002540908339,0.000000000000000,9.343130542496768
Salvation Army Citadel Corps,1,12065031,0.521032726548621,1,0,0,-117.156945349763816,32.794692104132352,0.000000000000000,24.578144928724839
Sister League of San Diego,1,11916903,0.177626129910625,1,0,0,-117.163814893100152,32.737658664392015,0.000000000000000,8.011734665682903
Calvary Chapel La Mesa,1,12084925,0.211772443826287,2,0,0,-117.034875630538835,32.768000499397630,0.000000000000000,0.502913127240526
Catholic Charities La Posada,1,13408886,0.844257114139747,2,0,0,-117.268315168629215,33.139431502887412,0.000000000000000,7.045272646204578
Church of Christ 61st Street,1,11929236,0.326118815968530,2,0,0,-117.067291945370187,32.694494926902095,0.000000000000000,11.175378275724341
City Heights CDC,1,11923500,0.591078142954820,2,0,0,-117.100850939660262,32.728053203659812,0.000000000000000,0.570249885320664
CRF Calworks Step Forward,1,11916743,0.718721457434883,2,0,0,-117.161236765296735,32.734230739904937,0.000000000000000,6.147659342897504
Mama's Kitchen,1,11913540,0.714676871835364,2,0,0,-117.109712787186936,32.720869518124374,0.000000000000000,2.129441996011141
CRF Jary Baretto Crisis Center,1,11903874,0.571621612021016,1,0,0,-117.132429655152265,32.696979456891938,0.000000000000000,6.096016023800935
CRF New Vistas,1,11905739,0.236561753928657,2,0,0,-117.155599341937020,32.712985521311118,0.000000000000000,5.804547535414177
Hidden Glenn Senior Living,1,13469039,0.156833686584546,2,0,0,-117.059920843334154,33.125209609162994,0.000000000000000,9.883874403999354
"Ocean Beach Emergency Food, Inc",1,11866260,0.104260123837360,2,0,0,-117.246481437431726,32.746061071762966,0.000000000000000,5.126966157460958
New Day Urban Ministries,1,11907537,0.427167259031003,2,0,0,-117.141174956563020,32.711575562066884,0.000000000000000,4.881478173913991
Restoration Ranch,1,12209250,0.898261720063404,2,0,0,-116.904835154699327,33.050969873579099,0.000000000000000,7.704824194379682
Revival Pentecostal Tabernacle,1,11935027,0.782953333868550,1,0,0,-117.081197722528060,32.723828039201607,0.000000000000000,5.411534873146600
Ronald McDonald House Charities,1,12065060,0.575054436239302,2,0,0,-117.150662214524587,32.796840123863021,0.000000000000000,4.839664037695524
Salvation Army Kroc Center,1,11939638,0.703561068395841,1,0,0,-117.050313836481337,32.755068245332396,0.000000000000000,0.812036192657774
"Salvation Army ARC (Adult Rehab Center), The",1,11990820,0.995057733424236,2,0,0,-116.981642923787902,32.567878478331359,0.000000000000000,2.578415263389405
San Diego Rescue Mission,1,11885001,0.059463353529441,1,0,0,-117.098023428315699,32.661103358220949,0.000000000000000,6.109337429565656
St. John of The Cross Catholic Church,1,11942597,0.108883729794455,1,0,0,-117.023337095547220,32.743419371850685,0.000000000000000,2.574909598595669
CRF Halcyon Crisis Center,1,12178218,0.909620715283618,1,0,0,-116.918624973556405,32.807713970667116,0.000000000000000,6.827139973042692
Sunrise Church of Christ,1,11895636,0.570180938233618,1,0,0,-117.079125529826428,32.641481285748995,0.000000000000000,1.991343662928753
Uptown Faith Community Service (Super Pantry),1,11921091,0.495125923968444,2,0,0,-117.130097629629290,32.745778234238230,0.000000000000000,7.887884186112008
